cuid,city,type,province,population
3557079,Dubreuilville,Township,Ontario,613
3554058,McGarry,Township,Ontario,609
3529021,New Credit (Part) 40A,Indian reserve,Ontario,605
3551021,Billings,Township,Ontario,603
3554001,Coleman,Township,Ontario,595
3560085,Wunnumin 1,Indian reserve,Ontario,593
3507033,Westport,Village,Ontario,590
3556095,Constance Lake 92,Indian reserve,Ontario,590
3512048,Tudor and Cashel,Township,Ontario,586
3557021,Bruce Mines,Town,Ontario,582
3560004,Whitefish Bay 32A,Indian reserve,Ontario,575
3560008,Sioux Narrows-Nestor Falls,Township,Ontario,567
3560054,Cat Lake 63C,Indian reserve,Ontario,565
3554026,Harley,Township,Ontario,551
3554014,Harris,Township,Ontario,545
3556052,Fauquier-Strickland,Township,Ontario,536
3557014,Tarbutt and Tarbutt Additional,Township,Ontario,534
3549005,The Archipelago,Township,Ontario,531
3548022,Calvin,Municipality,Ontario,516
3560076,Sachigo Lake 1,Indian reserve,Ontario,514
3560098,Kingfisher Lake 1,Indian reserve,Ontario,511
3554021,Hudson,Township,Ontario,503
3557040,The North Shore,Township,Ontario,497
3514027,Alderville First Nation,Indian reserve,Ontario,495
3551027,Gordon/Barrie Island,Municipality,Ontario,490
3559031,Morley,Township,Ontario,481
3558012,Gillies,Township,Ontario,474
3560067,Poplar Hill,Indian reserve,Ontario,473
3559040,Dawson,Township,Ontario,468
3539002,Newbury,Village,Ontario,466
3551040,Whitefish River (Part) 4,Indian reserve,Ontario,456
3554049,Evanturel,Township,Ontario,449
3558062,Pic River 50,Indian reserve,Ontario,443
3547037,Pikwakanagan (Golden Lake 39),Indian reserve,Ontario,440
3560088,Wapekeka 2,Indian reserve,Ontario,440
3551001,Tehkummah,Township,Ontario,436
3560055,Osnaburgh 63B,Indian reserve,Ontario,435
3560066,Kenora 38B,Indian reserve,Ontario,421
3560104,Kee-Way-Win,Indian reserve,Ontario,421
3554042,James,Township,Ontario,420
3557073,Mississagi River 8,Indian reserve,Ontario,411
3536029,Moravian 47,Indian reserve,Ontario,395
3560068,Shoal Lake (Part) 39A,Indian reserve,Ontario,391
3560049,Pickle Lake,Township,Ontario,388
3552036,Killarney,Municipality,Ontario,386
3552051,Whitefish Lake 6,Indian reserve,Ontario,386
3558068,Long Lake 58,Indian reserve,Ontario,385
3560086,Summer Beaver,Indian Settlement,Ontario,382
3551041,Sucker Creek 23,Indian reserve,Ontario,372
3557072,Serpent River 7,Indian reserve,Ontario,371
3560063,Sabaskong Bay 35D,Indian reserve,Ontario,371
3554029,Casey,Township,Ontario,368
3558076,Aroland 83,Indian reserve,Ontario,366
3515008,Hiawatha First Nation,Indian reserve,Ontario,362
3560078,Fort Severn 89,Indian reserve,Ontario,361
3554024,Kerns,Township,Ontario,358
3560095,Bearskin Lake,Indian reserve,Ontario,355
3512051,Limerick,Township,Ontario,346
3549077,Dokis 9,Indian reserve,Ontario,344
3551028,Burpee and Mills,Township,Ontario,343
3552031,Nairn and Hyman,Township,Ontario,342
3554054,Chamberlain,Township,Ontario,332
3558097,Whitesand,Indian reserve,Ontario,325
3549073,Parry Island First Nation,Indian reserve,Ontario,317
3558034,Dorion,Township,Ontario,316
3554006,Latchford,Town,Ontario,313
3557001,Jocelyn,Township,Ontario,313
3557004,Hilton,Township,Ontario,307
3549051,Joly,Township,Ontario,304
3558064,Lake Helen 53A,Indian reserve,Ontario,293
3560080,North Spirit Lake,Indian reserve,Ontario,293
3559026,Manitou Rapids 11,Indian reserve,Ontario,283
3560097,Muskrat Dam Lake,Indian reserve,Ontario,281
3559066,Seine River 23A,Indian reserve,Ontario,263
3519076,Chippewas of Georgina Island First Nation,Indian reserve,Ontario,261
3560052,Marten Falls 65,Indian reserve,Ontario,252
3547098,"Head, Clara and Maria",Township,Ontario,248
3558065,Gull River 55,Indian reserve,Ontario,247
3560093,Neskantaga,Indian reserve,Ontario,237
3537001,Pelee,Township,Ontario,235
3559051,Big Grassy River 35G,Indian reserve,Ontario,235
3558085,Osnaburgh 63A,Indian reserve,Ontario,232
3559047,Lake of the Woods,Township,Ontario,230
3556073,Opasatika,Township,Ontario,226
3554056,Matachewan,Township,Ontario,225
3560024,Eagle Lake 27,Indian reserve,Ontario,224
3554034,Hilliard,Township,Ontario,223
3559068,Rainy Lake 17A,Indian reserve,Ontario,211
3558067,Ginoogaming First Nation,Indian reserve,Ontario,210
3544073,Moose Point 79,Indian reserve,Ontario,208
3558060,Pic Mobert North,Indian reserve,Ontario,197
3549072,Shawanaga 17,Indian reserve,Ontario,195
3560091,Peawanuck,Indian Settlement,Ontario,195
3560089,The Dalles 38C,Indian reserve,Ontario,194
3552052,Mattagami 71,Indian reserve,Ontario,190
3549095,"Parry Sound, Unorganized, North East Part",Unorganized,Ontario,187
3560046,Slate Falls,Indian Settlement,Ontario,187
3558069,Rocky Bay 1,Indian reserve,Ontario,184
3559060,Neguaguon Lake 25D,Indian reserve,Ontario,177
3557006,Hilton Beach,Village,Ontario,171
3551094,"Manitoulin, Unorganized, West Part",Unorganized,Ontario,169
3560057,Wabigoon Lake 27,Indian reserve,Ontario,168
3548019,Mattawan,Township,Ontario,161
3559064,Rainy Lake 26A,Indian reserve,Ontario,157
3539018,Munsee-Delaware Nation 1,Indian reserve,Ontario,153
3548072,Bear Island 1,Indian reserve,Ontario,153
3560064,Shoal Lake 34B2,Indian reserve,Ontario,151
3556033,Abitibi 70,Indian reserve,Ontario,144
3560069,Rat Portage 38A,Indian reserve,Ontario,140
3554066,Gauthier,Township,Ontario,138
3551044,Sheshegwaning 20,Indian reserve,Ontario,137
3528035,New Credit (Part) 40A,Indian reserve,Ontario,135
3551042,Sheguiandah 24,Indian reserve,Ontario,134
3518022,Mississaugas of Scugog Island,Indian reserve,Ontario,131
3558061,Pic Mobert South,Indian reserve,Ontario,125
3557026,Thessalon 12,Indian reserve,Ontario,124
3560083,Whitefish Bay 34A,Indian reserve,Ontario,124
3549076,French River 13,Indian reserve,Ontario,117
3553040,Wahnapitei 11,Indian reserve,Ontario,116
3559061,Rainy Lake 18C,Indian reserve,Ontario,115
3554038,Thornloe,Village,Ontario,112
3548091,"Nipissing, Unorganized, South Part",Unorganized,Ontario,103
3549078,Magnetewan 1,Indian reserve,Ontario,101
3559053,Saug-a-Gaw-Sing 1,Indian reserve,Ontario,98
3554032,Brethour,Township,Ontario,97
3560005,Whitefish Bay 33A,Indian reserve,Ontario,96
3560060,Northwest Angle 33B,Indian reserve,Ontario,95
3556102,New Post 69A,Indian reserve,Ontario,94
3558080,Ojibway Nation of Saugeen (Savant Lake),Indian reserve,Ontario,90
3558063,Pays Plat 51,Indian reserve,Ontario,89
3552054,Duck Lake 76B,Indian reserve,Ontario,85
3557078,Gros Cap 49,Indian reserve,Ontario,77
3560082,Shoal Lake (Part) 40,Indian reserve,Ontario,71
3560084,Wabauskang 21,Indian reserve,Ontario,70
3560065,Lake Of The Woods 37,Indian reserve,Ontario,62
3554057,Matachewan 72,Indian reserve,Ontario,61
3551100,Zhiibaahaasing 19A (Cockburn Island 19A),Indian reserve,Ontario,55
3543070,Christian Island 30A,Indian reserve,Ontario,42
3560100,Wawakapewin (Long Dog Lake),Indian reserve,Ontario,22
3552053,Chapleau 74A,Indian reserve,Ontario,21
3556098,"Cochrane, Unorganized, South East Part",Unorganized,Ontario,10
3559052,Big Island Mainland 93,Indian reserve,Ontario,10
3549075,Henvey Inlet 2,Indian reserve,Ontario,5
3554091,"Timiskaming, Unorganized, East Part",Unorganized,Ontario,5
3559030,Long Sault 12,Indian reserve,Ontario,5
3559069,Rainy Lake 17B,Indian reserve,Ontario,5
3541056,Chief's Point No. 28,Indian reserve,Ontario,0
3551034,Cockburn Island,Township,Ontario,0
3552058,Chapleau 75,Indian reserve,Ontario,0
3556091,"Cochrane, Unorganized, South West Part",Unorganized,Ontario,0
3556096,Moose Factory 68,Indian reserve,Ontario,0
3556100,Flying Post 73,Indian reserve,Ontario,0
3557094,"Algoma, Unorganized, South East Part",Unorganized,Ontario,0
3558077,Lake Nipigon,Indian reserve,Ontario,0
3558095,Seine River 22A2,Indian reserve,Ontario,0
3558100,Lac des Mille Lacs 22A1,Indian reserve,Ontario,0
3559048,Sabaskong Bay (Part) 35C,Indian reserve,Ontario,0
3559062,Agency 1,Indian reserve,Ontario,0
3559065,Seine River 23B,Indian reserve,Ontario,0
3560007,Sabaskong Bay (Part) 35C,Indian reserve,Ontario,0
3560081,Lansdowne House,Indian Settlement,Ontario,0
3560102,McDowell Lake,Indian Settlement,Ontario,0
3528037,Six Nations (Part) 40,Indian reserve,Ontario,
3529020,Six Nations (Part) 40,Indian reserve,Ontario,
3539017,Chippewas of the Thames First Nation 42,Indian reserve,Ontario,
3539021,Oneida 41,Indian reserve,Ontario,
3544071,Wahta Mohawk Territory,Indian reserve,Ontario,
3557075,Rankin Location 15D,Indian reserve,Ontario,
3557077,Goulais Bay 15A,Indian reserve,Ontario,
3560077,Pikangikum 14,Indian reserve,Ontario,
1102075,Charlottetown,City,Prince Edward Island,36094
1103025,Summerside,City,Prince Edward Island,14829
1102080,Stratford,Town,Prince Edward Island,9706
1102085,Cornwall,Town,Prince Edward Island,5348
1102052,Lot 34,Township and royalty,Prince Edward Island,2847
1102028,Lot 65,Township and royalty,Prince Edward Island,2347
1102014,Lot 48,Township and royalty,Prince Edward Island,2045
1101018,Montague,Town,Prince Edward Island,1961
1103012,Lot 19,Township and royalty,Prince Edward Island,1803
1102026,Lot 31,Township and royalty,Prince Edward Island,1767
1102044,Lot 24,Township and royalty,Prince Edward Island,1735
1103058,Lot  1,Township and royalty,Prince Edward Island,1670
1102054,Lot 35,Township and royalty,Prince Edward Island,1642
1103014,Kensington,Town,Prince Edward Island,1619
1103056,Lot  2,Township and royalty,Prince Edward Island,1457
1102049,Lot 33,Township and royalty,Prince Edward Island,1323
1103049,Lot  5,Township and royalty,Prince Edward Island,1285
1101009,Lot 59,Township and royalty,Prince Edward Island,1186
1103011,Lot 25,Township and royalty,Prince Edward Island,1157
1102040,Miltonvale Park,Community,Prince Edward Island,1148
1103052,Alberton,Town,Prince Edward Island,1145
1103026,Lot 15,Township and royalty,Prince Edward Island,1113
1103051,Lot  4,Township and royalty,Prince Edward Island,1113
1102012,Lot 49,Township and royalty,Prince Edward Island,1096
1103016,Lot 18,Township and royalty,Prince Edward Island,1062
1101036,Souris,Town,Prince Edward Island,1053
1103009,Lot 26,Township and royalty,Prince Edward Island,999
1102042,Lot 23,Township and royalty,Prince Edward Island,984
1102008,Lot 57,Township and royalty,Prince Edward Island,974
1102009,Lot 50,Township and royalty,Prince Edward Island,942
1101001,Lot 64,Township and royalty,Prince Edward Island,933
1102031,Lot 29,Township and royalty,Prince Edward Island,920
1103024,Miscouche,Community,Prince Edward Island,873
1102039,Lot 21,Township and royalty,Prince Edward Island,856
1102029,Lot 30,Township and royalty,Prince Edward Island,849
1102038,Lot 20,Township and royalty,Prince Edward Island,849
1103001,Lot 28,Township and royalty,Prince Edward Island,837
1102036,Lot 67,Township and royalty,Prince Edward Island,826
1101006,Lot 63,Township and royalty,Prince Edward Island,815
1103041,Lot  6,Township and royalty,Prince Edward Island,815
1103042,O'Leary,Community,Prince Edward Island,815
1103034,Lot 12,Township and royalty,Prince Edward Island,807
1101014,Lot 51,Township and royalty,Prince Edward Island,791
1103054,Lot  3,Township and royalty,Prince Edward Island,774
1101032,Lot 44,Township and royalty,Prince Edward Island,772
1102056,Lot 36,Township and royalty,Prince Edward Island,755
1103031,Lot 14,Township and royalty,Prince Edward Island,755
1101008,Lot 61,Township and royalty,Prince Edward Island,745
1101016,Lot 52,Township and royalty,Prince Edward Island,740
1103005,Borden-Carleton,Town,Prince Edward Island,724
1103006,Lot 27,Township and royalty,Prince Edward Island,723
1103059,Tignish,Community,Prince Edward Island,719
1103032,Lot 13,Township and royalty,Prince Edward Island,712
1103028,Lot 16,Township and royalty,Prince Edward Island,708
1101031,Lot 43,Township and royalty,Prince Edward Island,692
1102037,Clyde River,Community,Prince Edward Island,653
1101049,Lot 39,Township and royalty,Prince Edward Island,618
1102046,North Rustico,Community,Prince Edward Island,607
1102041,Lot 22,Township and royalty,Prince Edward Island,603
1102058,Lot 37,Township and royalty,Prince Edward Island,583
1103019,Lot 17,Township and royalty,Prince Edward Island,575
1102001,Lot 62,Township and royalty,Prince Edward Island,559
1103046,Lot  8,Township and royalty,Prince Edward Island,556
1101024,Georgetown,Town,Prince Edward Island,555
1101051,Lot 38,Township and royalty,Prince Edward Island,529
1103036,Lot 11,Township and royalty,Prince Edward Island,495
1101019,Lot 53,Township and royalty,Prince Edward Island,489
1101039,Lot 47,Township and royalty,Prince Edward Island,474
1101034,Lot 45,Township and royalty,Prince Edward Island,460
1103048,Lot  7,Township and royalty,Prince Edward Island,459
1102006,Lot 58,Township and royalty,Prince Edward Island,437
1101046,Lot 40,Township and royalty,Prince Edward Island,427
1103029,Wellington,Community,Prince Edward Island,415
1101042,Lot 41,Township and royalty,Prince Edward Island,406
1101028,Lot 55,Township and royalty,Prince Edward Island,398
1102048,Brackley,Community,Prince Edward Island,372
1102043,Hunter River,Community,Prince Edward Island,356
1102070,Warren Grove,Community,Prince Edward Island,356
1102033,Meadowbank,Community,Prince Edward Island,355
1101038,Lot 46,Township and royalty,Prince Edward Island,347
1103008,Kinkora,Community,Prince Edward Island,336
1101029,Lot 56,Township and royalty,Prince Edward Island,328
1102045,Resort Mun. Stan.B.-Hope R.-Bayv.-Cavend.-N.Rust.,Community,Prince Edward Island,328
1103035,Lennox Island 1,Indian reserve,Prince Edward Island,323
1101026,Lot 54,Township and royalty,Prince Edward Island,319
1102034,Crapaud,Community,Prince Edward Island,319
1103023,Linkletter,Community,Prince Edward Island,310
1102004,Lot 60,Township and royalty,Prince Edward Island,307
1101004,Murray River,Community,Prince Edward Island,304
1103015,Bedeque and Area,Community,Prince Edward Island,302
1101048,Morell,Community,Prince Edward Island,297
1103044,Lot  9,Township and royalty,Prince Edward Island,288
1101022,"Kings, Royalty",Township and royalty,Prince Edward Island,280
1103027,Abrams Village,Community,Prince Edward Island,272
1101021,Cardigan,Community,Prince Edward Island,269
1103038,Lot 10,Township and royalty,Prince Edward Island,263
1101002,Murray Harbour,Community,Prince Edward Island,258
1101041,Lot 42,Township and royalty,Prince Edward Island,249
1103033,Tyne Valley,Community,Prince Edward Island,249
1101044,St. Peters Bay,Community,Prince Edward Island,237
1102065,Winsloe South,Community,Prince Edward Island,224
1102059,Mount Stewart,Community,Prince Edward Island,209
1101011,Lot 66,Township and royalty,Prince Edward Island,206
1102050,Union Road,Community,Prince Edward Island,204
1102057,Scotchfort 4,Indian reserve,Prince Edward Island,200
1102051,Breadalbane,Community,Prince Edward Island,167
1103018,Sherbrooke,Community,Prince Edward Island,159
1103062,Miminegash,Community,Prince Edward Island,148
1102032,Victoria,Community,Prince Edward Island,74
1103057,St. Louis,Community,Prince Edward Island,66
1102030,Rocky Point 3,Indian reserve,Prince Edward Island,51
1101050,Morell 2,Indian reserve,Prince Edward Island,22
2466023,Montréal,Ville,Quebec,1704694
2423027,Québec,Ville,Quebec,531902
2465005,Laval,Ville,Quebec,422993
2481017,Gatineau,Ville,Quebec,276245
2458227,Longueuil,Ville,Quebec,239700
2443027,Sherbrooke,Ville,Quebec,161323
2494068,Saguenay,Ville,Quebec,145949
2425213,Lévis,Ville,Quebec,143414
2437067,Trois-Rivières,Ville,Quebec,134413
2464008,Terrebonne,Ville,Quebec,111575
2456083,Saint-Jean-sur-Richelieu,Ville,Quebec,95114
2458007,Brossard,Ville,Quebec,85721
2460013,Repentigny,Ville,Quebec,84285
2449058,Drummondville,Ville,Quebec,75423
2475017,Saint-Jérôme,Ville,Quebec,74346
2447017,Granby,Ville,Quebec,66222
2473015,Blainville,Ville,Quebec,56863
2454048,Saint-Hyacinthe,Ville,Quebec,55648
2474005,Mirabel,Ville,Quebec,50513
2436033,Shawinigan,Ville,Quebec,49349
2466142,Dollard-Des Ormeaux,Ville,Quebec,48899
2410043,Rimouski,Ville,Quebec,48664
2467050,Châteauguay,Ville,Quebec,47906
2464015,Mascouche,Ville,Quebec,46692
2439062,Victoriaville,Ville,Quebec,46130
2472005,Saint-Eustache,Ville,Quebec,44008
2486042,Rouyn-Noranda,Ville,Quebec,42334
2458033,Boucherville,Ville,Quebec,41671
2470052,Salaberry-de-Valleyfield,Ville,Quebec,40745
2471083,Vaudreuil-Dorion,Ville,Quebec,38117
2453052,Sorel-Tracy,Ville,Quebec,34755
2429073,Saint-Georges,Ville,Quebec,32513
2489008,Val-d'Or,Ville,Quebec,32491
2466058,Côte-Saint-Luc,Ville,Quebec,32448
2466097,Pointe-Claire,Ville,Quebec,31380
2493042,Alma,Ville,Quebec,30776
2459010,Sainte-Julie,Ville,Quebec,29881
2457005,Chambly,Ville,Quebec,29120
2467035,Saint-Constant,Ville,Quebec,27359
2473005,Boisbriand,Ville,Quebec,26884
2445072,Magog,Ville,Quebec,26669
2458037,Saint-Bruno-de-Montarville,Ville,Quebec,26394
2473010,Sainte-Thérèse,Ville,Quebec,25989
2431084,Thetford Mines,Ville,Quebec,25403
2497007,Sept-Îles,Ville,Quebec,25400
2467015,La Prairie,Ville,Quebec,24110
2457040,Beloeil,Ville,Quebec,22458
2460028,L'Assomption,Ville,Quebec,22429
2458012,Saint-Lambert,Ville,Quebec,21861
2496020,Baie-Comeau,Ville,Quebec,21536
2459020,Varennes,Ville,Quebec,21257
2467020,Candiac,Ville,Quebec,21047
2463048,Saint-Lin--Laurentides,Ville,Quebec,20786
2461025,Joliette,Ville,Quebec,20484
2466032,Westmount,Ville,Quebec,20312
2466072,Mont-Royal,Ville,Quebec,20276
2466102,Kirkland,Ville,Quebec,20151
2471105,Saint-Lazare,Ville,Quebec,19889
2412072,Rivière-du-Loup,Ville,Quebec,19507
2466107,Beaconsfield,Ville,Quebec,19324
2466087,Dorval,Ville,Quebec,18980
2423072,Saint-Augustin-de-Desmaures,Ville,Quebec,18820
2457035,Mont-Saint-Hilaire,Ville,Quebec,18585
2472015,Sainte-Marthe-sur-le-Lac,Ville,Quebec,18074
2472010,Deux-Montagnes,Ville,Quebec,17496
2457020,Saint-Basile-le-Grand,Ville,Quebec,17059
2467030,Sainte-Catherine,Ville,Quebec,17047
2423057,L'Ancienne-Lorette,Ville,Quebec,16543
2475005,Saint-Colomban,Ville,Quebec,16019
2475028,Sainte-Sophie,Municipalité,Quebec,15690
2403005,Gaspé,Ville,Quebec,14568
2471070,Pincourt,Ville,Quebec,14558
2473035,Sainte-Anne-des-Plaines,Ville,Quebec,14421
2408053,Matane,Ville,Quebec,14311
2492022,Dolbeau-Mistassini,Ville,Quebec,14250
2479088,Mont-Laurier,Ville,Quebec,14116
2473020,Rosemère,Ville,Quebec,13958
2461035,Saint-Charles-Borromée,Municipalité,Quebec,13791
2452007,Lavaltrie,Ville,Quebec,13657
2446080,Cowansville,Ville,Quebec,13656
2426030,Sainte-Marie,Ville,Quebec,13565
2467045,Mercier,Ville,Quebec,13115
2438010,Bécancour,Ville,Quebec,13031
2475040,Prévost,Ville,Quebec,13002
2477022,Sainte-Adèle,Ville,Quebec,12919
2470022,Beauharnois,Ville,Quebec,12884
2476020,Lachute,Ville,Quebec,12862
2488055,Amos,Ville,Quebec,12823
2459015,Saint-Amable,Municipalité,Quebec,12167
2401023,Les Îles-de-la-Madeleine,Municipalité,Quebec,12010
2482015,Val-des-Monts,Municipalité,Quebec,11582
2418050,Montmagny,Ville,Quebec,11255
2462037,Rawdon,Municipalité,Quebec,11057
2490012,La Tuque,Ville,Quebec,11001
2471060,L'Île-Perrot,Ville,Quebec,10756
2455048,Marieville,Ville,Quebec,10725
2482020,Cantley,Municipalité,Quebec,10699
2471065,Notre-Dame-de-l'Île-Perrot,Ville,Quebec,10654
2491042,Saint-Félicien,Ville,Quebec,10238
2477043,Saint-Sauveur,Ville,Quebec,10231
2478032,Sainte-Agathe-des-Monts,Ville,Quebec,10223
2434128,Saint-Raymond,Ville,Quebec,10221
2491025,Roberval,Ville,Quebec,10046
2463060,Sainte-Julienne,Municipalité,Quebec,9953
2478102,Mont-Tremblant,Ville,Quebec,9646
2473030,Bois-des-Filion,Ville,Quebec,9636
2457010,Carignan,Ville,Quebec,9462
2473025,Lorraine,Ville,Quebec,9352
2461030,Notre-Dame-des-Prairies,Ville,Quebec,9273
2434017,Pont-Rouge,Ville,Quebec,9240
2475045,Saint-Hippolyte,Municipalité,Quebec,9113
2446078,Bromont,Ville,Quebec,9041
2446112,Farnham,Ville,Quebec,8909
2444037,Coaticook,Ville,Quebec,8698
2457030,Otterburn Park,Ville,Quebec,8421
2422035,Stoneham-et-Tewkesbury,Cantons unis (municipalité de),Quebec,8359
2415013,La Malbaie,Ville,Quebec,8271
2450072,Nicolet,Ville,Quebec,8169
2468055,Saint-Rémi,Ville,Quebec,8061
2471025,Saint-Zotique,Municipalité,Quebec,7934
2459035,Contrecoeur,Ville,Quebec,7887
2482035,La Pêche,Municipalité,Quebec,7863
2422040,Lac-Beauport,Municipalité,Quebec,7801
2471133,Rigaud,Ville,Quebec,7777
2422005,Sainte-Catherine-de-la-Jacques-Cartier,Ville,Quebec,7706
2448028,Acton Vale,Ville,Quebec,7656
2421045,Boischatel,Municipalité,Quebec,7587
2402028,Chandler,Ville,Quebec,7546
2499025,Chibougamau,Ville,Quebec,7504
2467025,Delson,Ville,Quebec,7457
2422045,Sainte-Brigitte-de-Laval,Ville,Quebec,7348
2487090,La Sarre,Ville,Quebec,7282
2434025,Donnacona,Ville,Quebec,7200
2451015,Louiseville,Ville,Quebec,7152
2416013,Baie-Saint-Paul,Ville,Quebec,7146
2476043,Brownsburg-Chatham,Ville,Quebec,7122
2471040,Coteau-du-Lac,Ville,Quebec,7044
2466062,Hampstead,Ville,Quebec,6973
2447035,Shefford,Canton (municipalité de),Quebec,6947
2482025,Chelsea,Municipalité,Quebec,6909
2497022,Port-Cartier,Ville,Quebec,6799
2440043,Asbestos,Ville,Quebec,6786
2471050,Les Cèdres,Municipalité,Quebec,6777
2472025,Saint-Joseph-du-Lac,Municipalité,Quebec,6687
2426070,Saint-Lambert-de-Lauzon,Municipalité,Quebec,6647
2432040,Plessisville,Ville,Quebec,6551
2404037,Sainte-Anne-des-Monts,Ville,Quebec,6437
2472020,Pointe-Calumet,Municipalité,Quebec,6428
2467010,Saint-Philippe,Municipalité,Quebec,6320
2462007,Saint-Félix-de-Valois,Municipalité,Quebec,6305
2409077,Mont-Joli,Ville,Quebec,6281
2427028,Beauceville,Ville,Quebec,6281
2407047,Amqui,Ville,Quebec,6178
2433090,Saint-Apollinaire,Municipalité,Quebec,6110
2463055,Saint-Calixte,Municipalité,Quebec,6046
2422020,Shannon,Municipalité,Quebec,6031
2432033,Princeville,Ville,Quebec,6001
2460005,Charlemagne,Ville,Quebec,5913
2461005,Saint-Paul,Municipalité,Quebec,5891
2455023,Saint-Césaire,Ville,Quebec,5877
2482030,Pontiac,Municipalité,Quebec,5850
2459025,Verchères,Municipalité,Quebec,5835
2494240,Saint-Honoré,Municipalité,Quebec,5757
2437235,Notre-Dame-du-Mont-Carmel,Paroisse (municipalité de),Quebec,5751
2457025,McMasterville,Municipalité,Quebec,5698
2430030,Lac-Mégantic,Ville,Quebec,5654
2419068,Saint-Henri,Municipalité,Quebec,5611
2454008,Saint-Pie,Ville,Quebec,5607
2446075,Lac-Brome,Ville,Quebec,5495
2460035,L'Épiphanie,Ville,Quebec,5493
2482005,L'Ange-Gardien,Municipalité,Quebec,5464
2470012,Sainte-Martine,Municipalité,Quebec,5461
2442088,Windsor,Ville,Quebec,5419
2441038,Cookshire-Eaton,Ville,Quebec,5393
2471033,Les Coteaux,Municipalité,Quebec,5368
2455057,Richelieu,Ville,Quebec,5236
2471100,Hudson,Ville,Quebec,5185
2463035,Saint-Roch-de-l'Achigan,Municipalité,Quebec,5147
2466047,Montréal-Ouest,Ville,Quebec,5050
2466117,Sainte-Anne-de-Bellevue,Ville,Quebec,4958
2449048,Saint-Germain-de-Grantham,Municipalité,Quebec,4917
2478010,Val-David,Village,Quebec,4917
2413073,Témiscouata-sur-le-Lac,Ville,Quebec,4910
2499814,Chisasibi,Terres réservées aux Cris,Quebec,4872
2427043,Saint-Joseph-de-Beauce,Ville,Quebec,4858
2451085,Saint-Boniface,Municipalité,Quebec,4832
2452017,Lanoraie,Municipalité,Quebec,4787
2449070,Saint-Cyrille-de-Wendover,Municipalité,Quebec,4723
2462047,Chertsey,Municipalité,Quebec,4696
2439077,Warwick,Ville,Quebec,4635
2451090,Saint-Étienne-des-Grès,Paroisse (municipalité de),Quebec,4541
2455065,Saint-Mathias-sur-Richelieu,Municipalité,Quebec,4531
2462015,Saint-Jean-de-Matha,Municipalité,Quebec,4450
2447025,Waterloo,Ville,Quebec,4410
2434007,Neuville,Ville,Quebec,4392
2445115,Orford,Canton (municipalité de),Quebec,4337
2479037,Rivière-Rouge,Ville,Quebec,4322
2433045,Saint-Agapit,Municipalité,Quebec,4280
2452035,Berthierville,Ville,Quebec,4189
2477050,Morin-Heights,Municipalité,Quebec,4145
2421035,Château-Richer,Ville,Quebec,4126
2414085,La Pocatière,Ville,Quebec,4120
2406013,Carleton-sur-Mer,Ville,Quebec,4073
2442025,Saint-Denis-de-Brompton,Municipalité,Quebec,4054
2412015,Saint-Antonin,Municipalité,Quebec,4049
2446058,Sutton,Ville,Quebec,4012
2493012,Métabetchouan--Lac-à-la-Croix,Ville,Quebec,3985
2463013,Saint-Jacques,Municipalité,Quebec,3971
2461013,Crabtree,Municipalité,Quebec,3958
2419062,Saint-Anselme,Municipalité,Quebec,3938
2468030,Napierville,Municipalité,Quebec,3899
2462060,Saint-Donat,Municipalité,Quebec,3888
2461040,Saint-Ambroise-de-Kildare,Municipalité,Quebec,3856
2483065,Maniwaki,Ville,Quebec,3853
2466007,Montréal-Est,Ville,Quebec,3850
2417078,L'Islet,Municipalité,Quebec,3827
2440047,Danville,Ville,Quebec,3826
2472032,Oka,Municipalité,Quebec,3824
2466112,Baie-D'Urfé,Ville,Quebec,3823
2428053,Lac-Etchemin,Municipalité,Quebec,3822
2447047,Roxton Pond,Municipalité,Quebec,3809
2494255,Saint-Ambroise,Municipalité,Quebec,3781
2421025,Beaupré,Ville,Quebec,3752
2480027,Saint-André-Avellin,Municipalité,Quebec,3749
2405070,New Richmond,Ville,Quebec,3706
2421040,L'Ange-Gardien,Municipalité,Quebec,3695
2435027,Saint-Tite,Ville,Quebec,3673
2441060,East Angus,Ville,Quebec,3659
2477035,Sainte-Anne-des-Lacs,Paroisse (municipalité de),Quebec,3611
2469037,Ormstown,Municipalité,Quebec,3595
2428020,Saint-Prosper,Municipalité,Quebec,3590
2499804,Mistissini,Terres réservées aux Cris,Quebec,3523
2477065,Saint-Adolphe-d'Howard,Municipalité,Quebec,3509
2478047,Saint-Faustin--Lac-Carré,Municipalité,Quebec,3499
2414018,Saint-Pascal,Ville,Quebec,3468
2498040,Havre-Saint-Pierre,Municipalité,Quebec,3460
2460020,Saint-Sulpice,Paroisse (municipalité de),Quebec,3439
2446050,Dunham,Ville,Quebec,3432
2402015,Grande-Rivière,Ville,Quebec,3408
2417070,Saint-Jean-Port-Joli,Municipalité,Quebec,3407
2434030,Cap-Santé,Ville,Quebec,3400
2422025,Saint-Gabriel-de-Valcartier,Municipalité,Quebec,3382
2489015,Malartic,Ville,Quebec,3377
2419055,Sainte-Claire,Municipalité,Quebec,3362
2437230,Saint-Maurice,Paroisse (municipalité de),Quebec,3286
2461027,Saint-Thomas,Municipalité,Quebec,3249
2411040,Trois-Pistoles,Ville,Quebec,3246
2421010,Saint-Ferréol-les-Neiges,Municipalité,Quebec,3240
2429057,Saint-Côme--Linière,Municipalité,Quebec,3239
